customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,classificacao_nps,eh_detrator,teve_atraso,teve_reclamacao,contatou_sac,severidade_problemas,desconto_pct
527,47,Norte,76,50527,93.2,6,10.29,6,3,3,46.24,2,1,4,4.2,0,3,2.2,Detrator,1,1,1,1,3,0.1104077253218884
528,42,Nordeste,105,50528,249.4,4,19.76,3,14,3,12.01,2,1,3,2.8,0,4,3.6,Detrator,1,1,1,1,3,0.07923015236567763
529,56,Nordeste,73,50529,233.09,5,5.39,6,9,3,51.56,2,4,5,0.0,0,6,0.0,Detrator,1,1,1,1,3,0.023124115148655023
530,33,Sudeste,55,50530,569.36,2,1.09,9,7,1,21.15,1,0,11,10.0,1,1,2.0,Promotor,0,1,1,0,2,0.0019144302374596038
531,28,Sudeste,55,50531,455.69,3,36.24,8,12,3,25.01,2,4,9,0.0,0,7,0.0,Detrator,1,1,1,1,3,0.07952774912769646
532,42,Norte,30,50532,538.87,2,2.64,1,8,5,60.65,3,1,6,2.4,0,3,0.7,Detrator,1,1,1,1,3,0.004899140794625791
533,50,Centro-Oeste,26,50533,267.78,2,12.37,4,3,0,31.34,2,2,5,6.8,0,3,5.3,Detrator,1,0,1,1,2,0.04619463738890134
534,69,Norte,47,50534,270.58,1,0.39,11,14,5,36.89,3,0,7,6.3,0,1,0.0,Detrator,1,1,1,0,2,0.0014413482149456724
535,68,Centro-Oeste,102,50535,626.65,5,0.66,1,5,1,23.72,3,0,0,9.5,1,2,9.4,Promotor,0,1,1,0,2,0.0010532195005186309
536,65,Centro-Oeste,111,50536,170.67,2,0.48,3,9,2,42.01,2,1,2,3.8,0,3,5.4,Detrator,1,1,1,1,3,0.002812445069432238
537,38,Sul,118,50537,44.51,2,19.24,7,8,2,43.36,1,1,6,3.9,0,3,3.7,Detrator,1,1,1,1,3,0.43226241294091217
538,69,Sul,50,50538,232.4,1,14.26,2,4,1,38.3,3,1,8,8.2,1,2,3.3,Neutro,0,1,1,1,3,0.06135972461273666
539,69,Centro-Oeste,58,50539,95.55,2,0.71,1,3,1,36.32,1,2,2,5.2,0,6,5.2,Detrator,1,1,1,1,3,0.007430664573521716
540,27,Centro-Oeste,9,50540,881.32,5,8.6,10,5,4,45.78,1,2,3,5.6,0,5,2.0,Detrator,1,1,1,1,3,0.00975809013752099
541,67,Centro-Oeste,43,50541,874.09,3,4.7,7,2,0,30.5,1,1,8,5.5,0,2,3.4,Detrator,1,0,1,1,2,0.005377020672928417
542,26,Norte,73,50542,374.93,3,54.23,1,7,5,37.95,1,1,11,1.7,0,6,0.0,Detrator,1,1,1,1,3,0.14464033286213426
543,18,Sul,99,50543,132.19,5,23.5,3,7,2,38.18,2,2,9,2.5,0,6,0.0,Detrator,1,1,1,1,3,0.1777744156138891
544,51,Norte,11,50544,198.35,2,24.65,6,11,4,48.14,2,1,7,3.5,0,3,0.3,Detrator,1,1,1,1,3,0.12427527098563146
545,48,Sul,66,50545,399.94,3,12.48,7,4,0,32.3,1,2,0,4.0,0,3,7.5,Detrator,1,0,1,1,2,0.031204680702105317
546,38,Nordeste,94,50546,337.17,4,4.47,2,10,1,56.28,3,3,4,4.3,0,5,3.1,Detrator,1,1,1,1,3,0.013257407242637244
547,41,Nordeste,101,50547,187.27,2,10.62,5,6,2,37.77,1,1,9,3.3,0,4,1.6,Detrator,1,1,1,1,3,0.05670956373151065
548,36,Sudeste,115,50548,437.82,2,37.85,8,6,3,55.64,3,0,3,4.7,0,2,3.5,Detrator,1,1,1,0,2,0.0864510529441323
549,65,Sul,42,50549,325.39,2,23.91,4,4,0,31.52,1,0,11,6.0,0,1,3.5,Detrator,1,0,1,0,1,0.07348105350502475
550,38,Sul,112,50550,697.48,3,25.55,6,14,2,16.68,1,2,11,0.6,0,4,0.0,Detrator,1,1,1,1,3,0.03663187474909675
551,42,Centro-Oeste,51,50551,711.66,5,61.1,5,7,4,30.14,3,1,6,5.2,0,4,0.8,Detrator,1,1,1,1,3,0.08585560520473261
552,37,Sudeste,49,50552,721.41,6,9.43,7,2,2,63.28,1,1,10,3.4,0,4,1.3,Detrator,1,1,1,1,3,0.013071623625954728
553,43,Nordeste,53,50553,101.0,5,12.18,2,14,2,40.28,2,1,9,4.1,0,5,1.8,Detrator,1,1,1,1,3,0.12059405940594059
554,24,Nordeste,118,50554,123.01,5,73.36,9,14,2,42.62,2,0,5,5.8,0,3,3.8,Detrator,1,1,1,0,2,0.596374278513942
555,20,Norte,61,50555,370.21,3,24.93,10,7,1,41.49,3,2,2,8.9,1,5,6.3,Neutro,0,1,1,1,3,0.06734015828853894
556,57,Nordeste,90,50556,122.34,4,44.0,6,6,2,25.19,2,1,6,6.1,0,3,2.9,Detrator,1,1,1,1,3,0.35965342488147783
557,65,Norte,57,50557,540.55,2,22.89,9,9,1,48.24,3,1,7,4.3,0,3,4.0,Detrator,1,1,1,1,3,0.042345758949218396
558,25,Norte,105,50558,240.45,2,48.0,4,14,1,37.37,3,0,6,5.5,0,5,4.7,Detrator,1,1,1,0,2,0.19962570180910794
559,47,Norte,76,50559,1183.03,2,13.32,2,4,3,25.1,3,1,1,2.7,0,4,4.8,Detrator,1,1,1,1,3,0.011259224195498001
560,28,Nordeste,42,50560,140.84,2,78.2,11,5,1,38.3,3,3,0,7.3,0,6,5.3,Neutro,0,1,1,1,3,0.555239988639591
561,25,Sul,23,50561,338.87,3,12.58,8,13,2,20.36,2,1,2,4.6,0,3,6.0,Detrator,1,1,1,1,3,0.03712338064744592
562,54,Centro-Oeste,33,50562,237.49,4,58.24,7,13,3,50.09,3,2,9,3.5,0,5,0.0,Detrator,1,1,1,1,3,0.24523137816329107
563,34,Centro-Oeste,111,50563,393.63,5,24.65,9,5,4,43.96,3,2,0,3.2,0,8,4.5,Detrator,1,1,1,1,3,0.0626222594822549
564,25,Norte,39,50564,1013.75,1,47.75,10,8,2,14.48,1,1,1,6.3,0,2,6.5,Detrator,1,1,1,1,3,0.047102342786683106
565,64,Sul,58,50565,587.45,4,100.47,7,14,3,30.05,1,1,1,4.6,0,4,5.8,Detrator,1,1,1,1,3,0.171027321474168
566,61,Sudeste,38,50566,447.5,5,24.81,6,7,2,44.85,3,2,4,4.9,0,5,3.3,Detrator,1,1,1,1,3,0.0554413407821229
567,47,Nordeste,18,50567,463.71,3,9.89,4,5,0,17.21,3,1,7,5.9,0,3,4.2,Detrator,1,0,1,1,2,0.02132798516314076
568,60,Nordeste,89,50568,461.83,2,14.02,7,6,3,29.26,1,6,4,0.0,0,8,0.0,Detrator,1,1,1,1,3,0.030357490851612066
569,60,Centro-Oeste,97,50569,470.16,6,40.43,11,10,3,54.07,1,1,0,5.8,0,5,6.5,Detrator,1,1,1,1,3,0.08599200272247745
570,33,Norte,108,50570,802.93,1,7.01,8,7,1,30.57,2,2,3,6.9,0,5,5.7,Detrator,1,1,1,1,3,0.008730524454186542
571,21,Sul,94,50571,376.56,4,32.82,9,12,0,25.85,2,0,11,8.8,1,0,2.3,Neutro,0,0,0,0,0,0.08715742511153601
572,38,Sul,50,50572,755.61,1,10.68,9,3,2,37.91,2,3,11,0.0,0,5,0.0,Detrator,1,1,1,1,3,0.014134275618374558
573,67,Nordeste,40,50573,201.55,4,7.05,11,7,1,34.9,1,0,0,6.1,0,3,8.0,Detrator,1,1,1,0,2,0.03497891342098734
574,51,Sul,75,50574,429.31,4,50.38,6,12,1,40.03,1,1,11,5.0,0,3,1.4,Detrator,1,1,1,1,3,0.11735109827397452
575,57,Sul,119,50575,234.33,4,2.0,7,9,4,17.68,3,1,3,6.8,0,4,2.9,Detrator,1,1,1,1,3,0.008534972047966542
576,52,Nordeste,70,50576,70.01,1,29.14,11,12,0,44.01,2,2,4,6.8,0,3,5.0,Detrator,1,0,1,1,2,0.4162262533923725
577,30,Sul,106,50577,34.27,5,0.98,2,14,1,28.06,3,1,10,5.6,0,3,1.7,Detrator,1,1,1,1,3,0.028596440035016046
578,60,Sul,74,50578,511.22,6,12.99,11,8,1,47.68,2,0,10,6.2,0,1,1.7,Detrator,1,1,1,0,2,0.025409803998278628
579,44,Centro-Oeste,67,50579,237.97,4,8.39,6,14,3,30.49,2,1,2,6.2,0,5,4.8,Detrator,1,1,1,1,3,0.03525654494263983
580,25,Nordeste,58,50580,288.81,4,29.89,6,9,0,44.0,1,2,5,5.0,0,4,4.0,Detrator,1,0,1,1,2,0.10349364634188567
581,58,Norte,46,50581,88.14,5,32.4,1,14,1,37.58,1,4,9,4.4,0,8,0.5,Detrator,1,1,1,1,3,0.36759700476514634
582,59,Norte,92,50582,797.77,1,27.19,6,9,4,44.07,1,0,1,3.9,0,3,5.2,Detrator,1,1,1,0,2,0.03408250498263911
583,46,Centro-Oeste,104,50583,151.8,5,17.69,6,3,0,51.33,2,3,0,6.4,0,5,6.9,Detrator,1,0,1,1,2,0.11653491436100132
584,33,Nordeste,46,50584,439.41,4,0.95,2,2,1,16.95,3,3,11,4.3,0,6,0.0,Detrator,1,1,1,1,3,0.0021619899410573267
585,60,Centro-Oeste,99,50585,670.5,5,14.19,7,12,4,27.37,3,2,1,0.0,0,4,2.9,Detrator,1,1,1,1,3,0.02116331096196868
586,63,Norte,66,50586,545.98,5,18.22,2,2,2,42.4,3,2,8,6.4,0,3,1.6,Detrator,1,1,1,1,3,0.03337118575772006
587,22,Nordeste,17,50587,629.21,3,4.53,7,8,4,41.62,2,2,1,4.1,0,4,3.3,Detrator,1,1,1,1,3,0.007199504140112204
588,54,Nordeste,68,50588,1060.85,6,9.41,6,7,1,40.87,3,3,1,7.9,0,5,5.3,Neutro,0,1,1,1,3,0.008870245557807419
589,57,Centro-Oeste,41,50589,302.19,2,5.25,5,6,3,55.06,1,1,2,3.0,0,3,5.7,Detrator,1,1,1,1,3,0.017373175816539264
590,57,Nordeste,116,50590,149.04,3,5.27,10,11,0,24.78,2,0,11,5.5,0,2,2.8,Detrator,1,0,1,0,1,0.035359634997316154
591,59,Nordeste,59,50591,578.24,4,17.71,11,5,0,35.58,3,3,8,6.6,0,5,1.8,Detrator,1,0,1,1,2,0.03062742114001107
592,27,Sul,99,50592,107.11,1,52.64,2,10,3,44.49,1,1,7,6.1,0,3,0.6,Detrator,1,1,1,1,3,0.49145738026328073
593,32,Norte,112,50593,572.3,4,21.25,8,10,4,36.76,2,2,2,3.9,0,5,1.7,Detrator,1,1,1,1,3,0.03713087541499214
594,38,Sudeste,11,50594,344.19,4,113.73,5,10,1,56.66,1,3,11,2.0,0,7,0.0,Detrator,1,1,1,1,3,0.33042796130044455
595,51,Centro-Oeste,53,50595,409.77,6,8.23,3,5,5,43.93,2,1,10,0.2,0,3,0.0,Detrator,1,1,1,1,3,0.020084437611342952
596,39,Sul,35,50596,544.91,1,17.71,8,11,5,60.58,3,4,6,0.0,0,9,0.0,Detrator,1,1,1,1,3,0.03250077994531207
597,39,Nordeste,6,50597,355.75,5,26.1,8,11,4,33.54,3,0,3,3.3,0,5,3.3,Detrator,1,1,1,0,2,0.07336612789880534
598,26,Sudeste,3,50598,255.95,4,58.47,5,12,2,38.37,3,1,4,4.2,0,4,5.1,Detrator,1,1,1,1,3,0.2284430552842352
599,43,Nordeste,41,50599,984.67,1,9.23,9,7,2,47.73,3,1,9,1.8,0,6,1.2,Detrator,1,1,1,1,3,0.00937369880264454
600,30,Sudeste,115,50600,446.05,1,8.72,5,13,3,10.23,3,2,2,3.4,0,5,3.4,Detrator,1,1,1,1,3,0.019549377872435828
601,35,Centro-Oeste,11,50601,615.64,4,8.66,4,3,2,26.44,3,1,11,1.6,0,3,0.0,Detrator,1,1,1,1,3,0.014066662335130922
602,18,Centro-Oeste,84,50602,279.65,6,15.36,8,8,3,19.07,1,0,3,4.9,0,3,5.0,Detrator,1,1,1,0,2,0.054925800107276955
603,40,Nordeste,49,50603,253.74,4,16.22,6,12,5,24.61,3,1,11,2.4,0,3,0.0,Detrator,1,1,1,1,3,0.0639237014266572
604,50,Norte,70,50604,839.51,3,7.81,9,10,1,33.86,1,0,9,5.4,0,3,2.9,Detrator,1,1,1,0,2,0.009303045824349918
605,64,Nordeste,61,50605,981.65,2,11.46,8,8,2,33.33,3,2,2,5.4,0,4,4.4,Detrator,1,1,1,1,3,0.011674221973208375
606,48,Sudeste,13,50606,522.52,5,22.67,10,4,1,23.65,3,0,0,10.0,1,2,9.2,Promotor,0,1,1,0,2,0.04338589910434051
607,38,Sul,1,50607,555.58,6,11.69,10,11,1,41.86,1,0,10,0.2,0,4,1.5,Detrator,1,1,1,0,2,0.02104107419273552
608,40,Norte,25,50608,140.08,3,34.02,6,9,3,46.82,3,2,9,0.4,0,4,0.0,Detrator,1,1,1,1,3,0.24286122215876643
609,33,Sudeste,82,50609,393.87,6,88.01,3,12,4,42.82,2,0,5,3.7,0,2,2.3,Detrator,1,1,1,0,2,0.22344936146444258
610,44,Norte,48,50610,206.81,4,53.71,3,7,1,33.61,3,3,11,2.4,0,7,0.0,Detrator,1,1,1,1,3,0.2597069774188869
611,54,Norte,20,50611,496.11,6,101.13,9,11,6,29.64,1,2,4,2.1,0,5,0.1,Detrator,1,1,1,1,3,0.20384592126746082
612,55,Centro-Oeste,95,50612,579.14,1,42.46,9,6,1,30.62,2,2,8,7.7,0,4,2.2,Neutro,0,1,1,1,3,0.07331560589840108
613,69,Norte,93,50613,683.92,1,11.75,11,5,1,46.89,2,1,2,5.4,0,7,7.6,Detrator,1,1,1,1,3,0.017180371973330215
614,31,Centro-Oeste,60,50614,366.07,6,14.83,3,3,3,33.67,2,3,10,1.3,0,6,0.0,Detrator,1,1,1,1,3,0.04051137760537602
615,54,Sul,70,50615,193.66,2,145.81,7,11,2,43.48,3,1,3,4.7,0,3,4.5,Detrator,1,1,1,1,3,0.7529174842507488
616,64,Norte,3,50616,1204.83,6,0.94,10,4,3,25.72,2,1,3,4.2,0,4,4.2,Detrator,1,1,1,1,3,0.0007801930562817991
617,24,Sul,89,50617,1235.83,6,44.18,8,12,2,56.66,3,1,3,8.8,1,4,4.9,Neutro,0,1,1,1,3,0.035749253538108
618,29,Nordeste,102,50618,297.68,4,55.26,7,12,2,55.3,2,1,4,2.2,0,3,4.0,Detrator,1,1,1,1,3,0.18563558183284062
619,45,Norte,26,50619,144.9,2,31.47,9,13,2,30.39,1,1,11,5.8,0,4,0.6,Detrator,1,1,1,1,3,0.21718426501035196
620,20,Norte,6,50620,809.01,6,30.3,3,14,3,45.6,1,1,7,5.2,0,4,0.6,Detrator,1,1,1,1,3,0.03745318352059925
621,39,Sudeste,62,50621,143.57,5,75.76,6,2,2,52.09,2,1,11,2.6,0,4,0.0,Detrator,1,1,1,1,3,0.5276868426551509
622,68,Nordeste,81,50622,319.77,2,130.87,2,12,4,20.62,2,3,11,2.1,0,5,0.0,Detrator,1,1,1,1,3,0.40926290771492013
623,38,Norte,32,50623,584.26,4,197.07,11,3,3,30.05,2,0,0,6.0,0,2,5.9,Detrator,1,1,1,0,2,0.3372984630130421
624,46,Nordeste,95,50624,203.81,6,27.65,7,5,2,26.61,2,0,3,4.9,0,4,6.0,Detrator,1,1,1,0,2,0.13566557087483438
625,37,Nordeste,52,50625,409.61,3,2.29,4,9,1,20.85,3,2,1,6.3,0,4,5.8,Detrator,1,1,1,1,3,0.005590683821195772
626,20,Centro-Oeste,80,50626,445.99,4,1.42,9,6,4,37.85,3,2,6,2.6,0,4,0.8,Detrator,1,1,1,1,3,0.003183927890759882
627,44,Norte,3,50627,296.05,5,29.13,11,2,3,36.82,3,1,7,5.6,0,3,1.9,Detrator,1,1,1,1,3,0.09839554129370039
628,38,Sudeste,52,50628,486.84,5,25.31,3,11,2,51.33,3,2,0,5.5,0,5,5.8,Detrator,1,1,1,1,3,0.051988332922520746
629,58,Sul,2,50629,138.61,1,34.09,1,7,3,39.34,3,1,8,4.1,0,6,0.2,Detrator,1,1,1,1,3,0.24594185123728446
630,50,Norte,10,50630,345.45,5,37.84,3,12,2,32.45,1,2,3,6.5,0,5,3.7,Detrator,1,1,1,1,3,0.10953828339846579
631,47,Centro-Oeste,52,50631,189.76,3,107.58,2,4,1,32.21,2,1,0,5.3,0,5,7.5,Detrator,1,1,1,1,3,0.5669266441821248
632,65,Nordeste,50,50632,372.11,6,17.22,10,13,3,51.74,3,3,2,2.7,0,6,2.8,Detrator,1,1,1,1,3,0.04627663862836258
633,56,Norte,75,50633,152.23,2,0.44,8,8,0,41.72,2,3,8,5.6,0,5,2.0,Detrator,1,0,1,1,2,0.002890363266110491
634,58,Sudeste,11,50634,71.39,4,4.12,10,10,4,41.94,2,1,5,5.2,0,4,2.4,Detrator,1,1,1,1,3,0.05771116402857543
635,26,Sul,37,50635,253.83,3,17.24,2,11,1,25.93,2,1,10,6.3,0,3,1.5,Detrator,1,1,1,1,3,0.06791947366347555
636,65,Centro-Oeste,8,50636,357.25,4,4.83,10,12,2,41.41,3,3,11,1.7,0,6,0.0,Detrator,1,1,1,1,3,0.013519944016794962
637,55,Norte,68,50637,384.16,1,25.68,3,2,0,53.81,1,1,8,7.8,0,3,3.8,Neutro,0,0,1,1,2,0.06684714702207413
638,40,Norte,34,50638,289.92,1,33.73,10,12,3,26.19,3,1,0,4.5,0,4,5.3,Detrator,1,1,1,1,3,0.11634243929359822
639,40,Norte,62,50639,298.61,2,10.01,11,7,1,38.65,1,2,10,7.0,0,3,0.5,Neutro,0,1,1,1,3,0.033521985198084456
640,18,Norte,5,50640,276.35,4,1.92,4,10,2,38.63,1,1,2,5.1,0,6,6.8,Detrator,1,1,1,1,3,0.006947711235751763
641,38,Nordeste,19,50641,258.63,4,23.2,10,12,0,37.57,2,2,9,7.2,0,2,3.3,Neutro,0,0,1,1,2,0.08970343734292233
642,49,Norte,78,50642,829.68,3,29.03,8,13,2,47.23,1,0,4,7.3,0,1,6.1,Neutro,0,1,1,0,2,0.03498939350110886
643,62,Nordeste,112,50643,470.04,6,72.19,2,9,1,34.2,1,1,8,5.6,0,3,3.6,Detrator,1,1,1,1,3,0.15358267381499446
644,43,Centro-Oeste,7,50644,74.24,2,43.19,7,10,2,26.67,2,3,0,2.7,0,7,3.9,Detrator,1,1,1,1,3,0.5817618534482759
645,50,Centro-Oeste,15,50645,512.44,3,80.42,5,3,0,23.19,2,1,0,10.0,1,3,9.1,Promotor,0,0,1,1,2,0.15693544610100693
646,26,Norte,58,50646,339.9,5,29.12,6,10,2,32.35,3,3,11,3.0,0,7,0.0,Detrator,1,1,1,1,3,0.08567225654604296
647,34,Nordeste,50,50647,197.48,4,44.93,2,3,1,5.74,1,3,3,5.2,0,6,3.7,Detrator,1,1,1,1,3,0.2275167105529674
648,23,Nordeste,86,50648,274.53,2,24.22,7,6,3,27.5,3,0,2,4.9,0,3,4.9,Detrator,1,1,1,0,2,0.0882235092703894
649,63,Nordeste,16,50649,825.63,4,19.12,2,5,3,33.98,2,1,10,5.3,0,3,0.0,Detrator,1,1,1,1,3,0.023158073228928214
650,24,Centro-Oeste,96,50650,902.94,2,5.18,8,5,4,51.8,2,2,3,2.7,0,5,1.6,Detrator,1,1,1,1,3,0.005736815292267481
651,24,Centro-Oeste,32,50651,479.61,3,40.16,4,5,5,40.34,2,2,2,1.8,0,6,2.4,Detrator,1,1,1,1,3,0.0837347011113196
652,54,Sul,38,50652,722.01,3,20.33,4,5,2,43.57,1,1,4,3.6,0,5,3.5,Detrator,1,1,1,1,3,0.028157504743701607
653,22,Centro-Oeste,32,50653,382.72,5,52.5,2,4,3,55.87,1,2,2,4.9,0,4,4.0,Detrator,1,1,1,1,3,0.1371760033444816
654,50,Sudeste,72,50654,188.41,1,0.97,5,10,4,50.42,3,2,2,3.9,0,4,3.8,Detrator,1,1,1,1,3,0.0051483466907276685
655,67,Norte,57,50655,240.42,5,33.38,4,4,1,53.53,1,2,8,4.4,0,5,1.7,Detrator,1,1,1,1,3,0.13884036269861078
656,27,Norte,37,50656,413.75,1,17.77,9,6,1,57.11,3,0,1,8.3,1,1,7.0,Neutro,0,1,1,0,2,0.042948640483383684
657,34,Centro-Oeste,107,50657,264.22,5,19.4,7,7,4,43.66,1,3,2,0.9,0,7,1.8,Detrator,1,1,1,1,3,0.07342366209976534
658,57,Nordeste,59,50658,378.62,5,23.11,11,12,2,42.5,2,3,4,2.6,0,7,1.8,Detrator,1,1,1,1,3,0.061037451798637156
659,45,Norte,32,50659,769.77,4,2.71,5,11,3,56.6,3,4,1,0.0,0,7,1.8,Detrator,1,1,1,1,3,0.003520532106992998
660,64,Centro-Oeste,56,50660,425.3,1,31.16,8,13,3,32.52,2,1,7,1.9,0,3,3.0,Detrator,1,1,1,1,3,0.07326592993181284
661,63,Sul,94,50661,381.75,3,16.7,6,12,4,27.78,1,4,2,6.4,0,7,1.0,Detrator,1,1,1,1,3,0.04374590700720367
662,39,Sudeste,102,50662,465.62,1,2.63,3,12,3,19.67,3,2,8,0.0,0,4,0.0,Detrator,1,1,1,1,3,0.005648382801426055
663,38,Sudeste,101,50663,351.56,3,37.01,1,11,4,38.78,1,0,2,5.3,0,5,3.4,Detrator,1,1,1,0,2,0.10527363750142223
664,64,Sul,3,50664,1118.27,1,24.39,5,9,3,55.7,3,1,2,4.4,0,3,3.6,Detrator,1,1,1,1,3,0.021810475108873528
665,49,Centro-Oeste,116,50665,626.83,3,15.11,10,9,5,50.74,2,2,10,0.0,0,7,0.0,Detrator,1,1,1,1,3,0.02410541933219533
666,49,Norte,50,50666,193.2,2,79.61,8,14,2,51.27,2,0,3,6.3,0,2,6.1,Detrator,1,1,1,0,2,0.4120600414078675
667,68,Centro-Oeste,90,50667,1117.53,2,16.17,10,8,4,13.09,1,3,5,2.3,0,5,0.0,Detrator,1,1,1,1,3,0.01446941021717538
668,53,Centro-Oeste,114,50668,597.89,5,2.12,8,13,1,40.01,1,1,5,4.4,0,4,3.7,Detrator,1,1,1,1,3,0.0035458027396343813
669,48,Sudeste,104,50669,163.07,4,2.26,6,12,4,43.48,2,2,11,0.0,0,4,0.0,Detrator,1,1,1,1,3,0.013859078923161832
670,23,Sul,92,50670,347.47,1,67.31,4,5,1,54.28,3,0,3,5.5,0,2,6.1,Detrator,1,1,1,0,2,0.19371456528621175
671,38,Sudeste,32,50671,150.8,4,10.32,11,7,2,54.76,2,2,8,3.0,0,5,0.0,Detrator,1,1,1,1,3,0.06843501326259947
672,52,Nordeste,106,50672,542.7,1,8.22,7,5,1,39.87,2,0,5,5.8,0,2,6.0,Detrator,1,1,1,0,2,0.015146489773355445
673,31,Sudeste,5,50673,100.37,5,22.53,2,14,3,34.02,2,1,8,3.1,0,4,1.3,Detrator,1,1,1,1,3,0.22446946298694828
674,40,Centro-Oeste,71,50674,560.25,2,57.77,7,7,0,43.84,3,0,6,8.4,1,1,6.2,Neutro,0,0,1,0,1,0.10311468094600626
675,59,Sul,78,50675,288.59,6,59.46,7,7,4,35.22,2,2,5,0.0,0,6,0.8,Detrator,1,1,1,1,3,0.20603624519214112
676,41,Sul,77,50676,471.91,6,67.89,5,13,0,42.32,1,2,3,6.5,0,2,6.6,Detrator,1,0,1,1,2,0.14386217711004215
677,47,Norte,80,50677,681.46,6,9.48,5,2,1,67.06,3,1,4,7.1,0,2,4.4,Neutro,0,1,1,1,3,0.013911308073841458
678,27,Nordeste,93,50678,394.47,4,107.98,10,11,2,37.46,3,1,3,6.6,0,2,4.5,Detrator,1,1,1,1,3,0.27373437777270765
679,22,Nordeste,80,50679,253.51,1,19.92,11,8,1,50.73,1,3,4,3.9,0,5,2.8,Detrator,1,1,1,1,3,0.07857678198098696
680,59,Nordeste,78,50680,306.19,2,5.94,4,8,0,42.73,1,1,3,10.0,1,3,6.5,Promotor,0,0,1,1,2,0.019399719128645614
681,47,Centro-Oeste,104,50681,361.85,5,5.75,6,7,1,35.43,3,1,2,6.8,0,2,6.7,Detrator,1,1,1,1,3,0.01589056238772972
682,24,Norte,62,50682,554.48,6,12.97,7,12,0,68.54,2,2,8,5.9,0,7,2.4,Detrator,1,0,1,1,2,0.023391285528783726
683,23,Nordeste,91,50683,358.56,3,3.13,9,8,1,40.58,1,0,11,6.6,0,2,2.3,Detrator,1,1,1,0,2,0.008729361892012495
684,25,Norte,88,50684,414.07,2,62.04,10,11,4,44.76,2,2,9,1.1,0,4,0.0,Detrator,1,1,1,1,3,0.14982973893303064
685,69,Sudeste,90,50685,623.43,6,36.27,3,9,1,44.58,1,4,6,3.9,0,8,0.4,Detrator,1,1,1,1,3,0.05817814349646312
686,43,Nordeste,81,50686,926.04,1,50.74,7,11,2,32.37,1,1,1,3.1,0,3,6.3,Detrator,1,1,1,1,3,0.05479244957021295
687,35,Sudeste,24,50687,93.9,6,27.22,10,10,3,34.65,3,3,8,3.8,0,5,0.0,Detrator,1,1,1,1,3,0.28988285410010645
688,53,Norte,76,50688,320.04,1,22.74,9,13,0,41.78,1,2,11,7.8,0,2,2.2,Neutro,0,0,1,1,2,0.07105361829771277
689,43,Sul,75,50689,193.84,4,8.65,10,11,2,51.39,3,1,9,6.4,0,3,1.1,Detrator,1,1,1,1,3,0.044624432521667354
690,53,Sul,29,50690,884.96,3,7.33,5,9,2,36.56,1,1,9,7.4,0,2,1.4,Neutro,0,1,1,1,3,0.008282860242270837
691,58,Sul,89,50691,237.2,6,17.28,3,9,3,35.43,1,1,6,0.0,0,4,0.7,Detrator,1,1,1,1,3,0.07284991568296796
692,21,Sudeste,4,50692,68.73,6,39.5,11,9,2,45.93,3,2,5,2.2,0,5,2.1,Detrator,1,1,1,1,3,0.5747126436781609
693,30,Centro-Oeste,72,50693,220.09,4,27.36,5,8,3,44.67,3,0,2,5.0,0,3,5.9,Detrator,1,1,1,0,2,0.12431278113499022
694,41,Sul,72,50694,466.8,6,2.57,11,4,3,38.84,3,1,6,6.4,0,4,2.7,Detrator,1,1,1,1,3,0.005505569837189374
695,48,Centro-Oeste,29,50695,626.9,3,2.92,10,10,3,45.5,2,1,0,3.3,0,3,6.8,Detrator,1,1,1,1,3,0.004657840165895677
696,39,Sul,44,50696,667.52,3,91.28,6,3,4,27.22,2,0,3,6.5,0,2,3.0,Detrator,1,1,1,0,2,0.13674496644295303
697,57,Sudeste,47,50697,450.65,5,4.79,6,12,1,43.3,3,1,2,8.0,1,4,6.2,Neutro,0,1,1,1,3,0.010629091312548541
698,35,Sudeste,55,50698,116.91,2,44.76,1,2,4,44.52,1,2,1,0.0,0,5,3.8,Detrator,1,1,1,1,3,0.38285860918655373
699,51,Nordeste,108,50699,325.19,1,61.0,4,8,4,23.69,1,0,10,2.4,0,3,0.0,Detrator,1,1,1,0,2,0.18758264399274271
700,40,Sudeste,105,50700,289.45,6,52.81,9,13,1,26.45,3,1,9,9.1,1,3,1.7,Promotor,0,1,1,1,3,0.18244947313871138
701,56,Sudeste,89,50701,651.98,4,24.9,6,5,1,37.44,3,1,7,6.8,0,3,3.0,Detrator,1,1,1,1,3,0.03819135556305408
702,64,Nordeste,74,50702,588.11,5,24.81,2,14,2,20.23,2,2,7,6.4,0,5,1.9,Detrator,1,1,1,1,3,0.04218598561493598
703,54,Sul,86,50703,389.97,2,0.12,5,3,4,29.93,2,3,5,3.5,0,6,0.0,Detrator,1,1,1,1,3,0.0003077159781521655
704,64,Sudeste,68,50704,742.9,1,55.36,7,6,0,37.05,1,2,9,5.7,0,3,4.0,Detrator,1,0,1,1,2,0.07451877776282138
705,18,Sudeste,29,50705,409.49,2,36.49,6,2,1,38.79,1,3,11,2.8,0,7,0.0,Detrator,1,1,1,1,3,0.08911084519768493
